"","ID","Desired.Direction","Critical","Agency.Number","UAAgyConcat","Agency.Full.Name.y","Unit.of.Appropriation","U.A.Name","2019","2023","2016","2021","2018","2017","2020","2022","Success","Service","Goal","Indicator","Target.MMR","YTDScaled","Avg3yr","Avg5yr","OneYrImproving","ThreeYrImproving","FiveYrImproving"
"518",4103,"Up","No","69","69201","Human Resources Administration","201","ADMINISTRATION",67.64,44.5341781154949,74.46,52.6,68.41,72.03,57.11,66.92,NA,"Agency-wide Management","agency-wide indicators","Billed revenue as a percentage of budgeted revenue (%)",NA,44.5341781154949,58.8766666666667,62.536,"Not_Improving","Not_Improving","Not_Improving"
"519",4104,"Up","No","69","69201","Human Resources Administration","201","ADMINISTRATION",76.87,57.85,82.34,68.3,81.3,80.73,72.21,64.96,NA,"Agency-wide Management","agency-wide indicators","Calls resolved within 48 hours to the Finance customer service call line for employment vendors (%)",NA,57.85,68.49,72.728,"Not_Improving","Not_Improving","Not_Improving"
"520",4106,"Up","No","69","69201","Human Resources Administration","201","ADMINISTRATION",100,100,100,100,100,100,98.83,100,NA,"Agency-wide Management","agency-wide indicators","Claims filed within 60 days of close of expenditure month (%)",NA,100,99.61,99.766,"Improving","Improving","Improving"
"521",4116,"Up","Yes","69","69203","Human Resources Administration","203","PUBLIC ASSISTANCE",92.7,42.3,93.9,91.9,89.4,89.1,74.5,60.1,"Did_Not_Meet","Improve access to assistance that provides economic stability to support the basic needs of all eligible children and adults.","Provide access to Supplemental Nutrition Assistance Program benefits for all eligible children and adults.","SNAP application timeliness rate (%)",90.6,42.3,75.5,81.72,"Not_Improving","Not_Improving","Not_Improving"
"522",4147,"Down","Yes","69","69201","Human Resources Administration","201","ADMINISTRATION",7.6,9,7,6.2,7.6,6.9,6.8,6.5,"Did_Not_Meet","Provide support services for eligible vulnerable and/or frail children and adults and for children and adults with disabilities.","Ensure that all eligible vulnerable and/or frail children and adults and children and adults with disabilities receive services to resolve immediate risk and provide ongoing assistance to enhance their safety and independence.","Average number of days from submission of a completed application to approval or denial of enhanced housing benefits for HASA cases to keep HASA clients in stable housing",8,9,6.5,6.94,"Not_Improving","Not_Improving","Not_Improving"
"523",4154,"Down","Yes","69","69201","Human Resources Administration","201","ADMINISTRATION",20,36.3,20.4,23.5,23,20,23.5,29.3,"Did_Not_Meet","Provide support services for eligible vulnerable and/or frail children and adults and for children and adults with disabilities.","Ensure that all eligible vulnerable and/or frail children and adults and children and adults with disabilities receive services to resolve immediate risk and provide ongoing assistance to enhance their safety and independence.","Average days to initiate home attendant and housekeeper services for all cases",30,36.3,25.4333333333333,23.86,"Not_Improving","Not_Improving","Not_Improving"
"524",4158,"Up","Yes","69","69201","Human Resources Administration","201","ADMINISTRATION",93,100,100,97,94,97,84,100,"Met_Goal","Provide support services for eligible vulnerable and/or frail children and adults and for children and adults with disabilities.","Ensure that all eligible vulnerable and/or frail children and adults and children and adults with disabilities receive services to resolve immediate risk and provide ongoing assistance to enhance their safety and independence.","Serious personal care complaints resolved in 24 hours (%)",100,100,93.6666666666667,93.6,"Improving","Improving","Improving"
"525",4185,"Up","Yes","69","69203","Human Resources Administration","203","PUBLIC ASSISTANCE",95.3,55,97.5,95.4,96.2,97.9,91.9,82.3,"Did_Not_Meet","Improve access to assistance that provides economic stability to support the basic needs of all eligible children and adults.","Provide access to cash assistance benefits for all eligible children and adults.","Cash assistance application timeliness rate (%)",96,55,89.8666666666667,92.22,"Not_Improving","Not_Improving","Not_Improving"
"526",4189,"Up","Yes","69","69203","Human Resources Administration","203","PUBLIC ASSISTANCE",93.5,97.5,92.1,87.4,95.8,95.6,80.5,96.8,"Did_Not_Meet","Improve access to assistance that provides economic stability to support the basic needs of all eligible children and adults.","Provide access to Medicaid public health insurance coverage for all eligible children and adults.","Application timeliness rate for Medicaid administered by HRA (%)",99.4,97.5,88.2333333333333,90.8,"Improving","Improving","Improving"
"527",4192,"Up","No","71","71100","Department of Homeless Services","100","SHELTER INTAKE AND PROGRAM - PS",83.9,85,82,77.88,82.3,82.7,85,82.1,NA,"Provide temporary emergency housing to homeless individuals and families.","Ensure that individuals and families have access to emergency shelter and services.","Average school attendance rate for children in the DHS shelter services system (%)",NA,85,81.66,82.236,"Improving","Improving","Improving"
"528",4193,"Up","No","71","71100","Department of Homeless Services","100","SHELTER INTAKE AND PROGRAM - PS",52.86,58.59,51.79,57.63,49.83,48.87,55.37,60.79,"Did_Not_Meet","Provide temporary emergency housing to homeless individuals and families.","Ensure that individuals and families have access to emergency shelter and services.","Families initially placed in shelter in the borough of their youngest school-aged child’s school address (%)",85,58.59,57.93,55.296,"Not_Improving","Improving","Improving"
"529",4198,"Down","Yes","71","71100","Department of Homeless Services","100","SHELTER INTAKE AND PROGRAM - PS",12415,10651,12089,9823,12619,12818,11719,8505,NA,"Provide temporary emergency housing to homeless individuals and families.","Ensure that individuals and families have access to emergency shelter and services.","Average number of families with children in shelters per day",NA,10651,10015.6666666667,11016.2,"Not_Improving","Not_Improving","Improving"
"530",4199,"Down","Yes","71","71100","Department of Homeless Services","100","SHELTER INTAKE AND PROGRAM - PS",2510,1747,2212,1983,2475,2461,2455,1493,NA,"Provide temporary emergency housing to homeless individuals and families.","Ensure that individuals and families have access to emergency shelter and services.","Average number of adult families in shelters per day",NA,1747,1977,2183.2,"Not_Improving","Improving","Improving"
"531",4229,"Down","Yes","836","8363","Department of Finance","3","PROPERTY",14.5,12.14,9,13.8,34.83,26.22,14.59,12.45,"Met_Goal","Bill and collect property and other taxes.","Promptly review requests for refunds.","Average time to issue a business tax refund (days)",25,12.14,13.6133333333333,18.034,"Improving","Improving","Improving"
"532",4230,"Up","No","836","8363","Department of Finance","3","PROPERTY",18.98,21.76,25.8,25.84,23.14,25.88,20.08,29.38,NA,"Bill and collect property and other taxes.","Increase the proportion of individuals and businesses that are in compliance with tax and revenue laws.","Increase in tax liability as a result of audits (%)",NA,21.76,25.1,23.484,"Not_Improving","Not_Improving","Not_Improving"
"533",4235,"Down","No","836","8367","Department of Finance","7","PARKING VIOLATIONS BUREAU",20,12,10,23,24,21,16,23,NA,"Bill, adjudicate and collect on parking tickets.","Assure that all respondents are offered convenient options for paying and challenging tickets.","Parking ticket appeals granted a reversal (%)",NA,12,20.6666666666667,21.2,"Improving","Improving","Improving"
"534",4236,"Up","Yes","836","8367","Department of Finance","7","PARKING VIOLATIONS BUREAU",66.33,68.56,66.76,65.48,63.25,66.13,68.46,66.24,"Met_Goal","Bill, adjudicate and collect on parking tickets.","Increase the proportion of parking tickets that are resolved.","Percent of parking tickets issued that are: Paid within 90 days",65,68.56,66.7266666666667,65.952,"Improving","Improving","Improving"
"535",4237,"Down","No","836","8367","Department of Finance","7","PARKING VIOLATIONS BUREAU",11.05,3.13,12.87,3.68,15.79,12.86,5.28,3.28,NA,"Bill, adjudicate and collect on parking tickets.","Increase the proportion of parking tickets that are resolved.","Percent of parking tickets issued that are: Dismissed within 90 days",NA,3.13,4.08,7.816,"Improving","Improving","Improving"
"536",4327,"Up","No","841","8414","Department of Transportation","4","TRAFFIC OPERATIONS",25223,13985.7194873785,23067,7561,24497,23920,15865,12119,NA,"Design and build transportation alternatives.","Increase mobility options and sustainable modes of transportation","Staten Island Ferry ridership (000)",NA,13985.7194873785,11848.3333333333,17053,"Improving","Improving","Not_Improving"
"537",4359,"Down","No","841","8414","Department of Transportation","4","TRAFFIC OPERATIONS",81,103.598186944237,84,122,81,63,82,115,NA,"Provide a safe transportation network.","Improve safety for pedestrians, motorists, ferry, and bike riders.","Traffic fatalities (motorist/passengers)",NA,103.598186944237,106.333333333333,96.2,"Improving","Improving","Not_Improving"
"538",4360,"Down","No","841","8414","Department of Transportation","4","TRAFFIC OPERATIONS",137,122.84386906823,152,148,128,148,129,131,NA,"Provide a safe transportation network.","Improve safety for pedestrians, motorists, ferry, and bike riders.","Traffic fatalities (bicyclist/pedestrians)",NA,122.84386906823,136,134.6,"Improving","Improving","Improving"
"539",4361,"Up","No","841","8414","Department of Transportation","4","TRAFFIC OPERATIONS",303100,254642.296832545,374075,352467,316572,375133,380814,330469,NA,"Maintain the City’s transportation infrastructure.","Maintain a state of good repair for the City’s streets, sidewalks and highways.","Post-audit inspections for completed street work",NA,254642.296832545,354583.333333333,336684.4,"Not_Improving","Not_Improving","Not_Improving"
"540",4391,"Up","No",NA,NA,NA,NA,NA,75,80,75.8201,62,72.6591,76.9164,65,74,"Met_Goal","Support youth development throughout New York City through the implementation, funding and management of contracts with nonprofit service providers.","Engage runaway and homeless youth and young adults in services that connect them with family or independent living opportunities.","Youth reunited with family or placed in a suitable environment from Crisis Services Programs (%)",75,80,67,69.73182,"Improving","Improving","Improving"
"541",4392,"Up","No",NA,NA,NA,NA,NA,83,87,88.3929,86,84.4156,87.19,89,88,"Met_Goal","Support youth development throughout New York City through the implementation, funding and management of contracts with nonprofit service providers.","Engage runaway and homeless youth and young adults in services that connect them with family or independent living opportunities.","Youth reunited with family or placed in a suitable environment from TIL Support Programs (%)",85,87,87.6666666666667,86.08312,"Not_Improving","Not_Improving","Improving"
"542",4397,"Down","Yes","71","71100","Department of Homeless Services","100","SHELTER INTAKE AND PROGRAM - PS",1433,513.678124953692,1476,528,1469,1583,1118,598,NA,"Provide temporary emergency housing to homeless individuals and families.","Ensure that individuals and families have access to emergency shelter and services.","Adult families entering the DHS shelter services system",NA,513.678124953692,748,1029.2,"Improving","Improving","Improving"
"543",4398,"Down","Yes","71","71100","Department of Homeless Services","100","SHELTER INTAKE AND PROGRAM - PS",11965,7692.52970873141,13311,6107,12151,12595,10087,7061,NA,"Provide temporary emergency housing to homeless individuals and families.","Ensure that individuals and families have access to emergency shelter and services.","Families with children entering the DHS shelter services system",NA,7692.52970873141,7751.66666666667,9474.2,"Not_Improving","Improving","Improving"
"544",4399,"Down","Yes","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",1449,1653.86575599827,2528,987,1754,2126,1442,1319,NA,"Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Total admissions to detention",NA,1653.86575599827,1249.33333333333,1390.2,"Not_Improving","Not_Improving","Not_Improving"
"545",4400,"Down","Yes","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",580,802,563,773,561,550,630,855,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Facilitate exits and minimize clients’ length of stay in shelters.","Average length of stay for adult families in shelters (days)",NA,802,752.666666666667,679.8,"Improving","Not_Improving","Not_Improving"
"546",4401,"Down","Yes","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",446,485,431,520,438,414,443,534,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Facilitate exits and minimize clients’ length of stay in shelters.","Average length of stay for families with children in shelter (days)",NA,485,499,476.2,"Improving","Improving","Not_Improving"
"547",4402,"Down","Yes","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",5.6,1.5,8.65,1.3,8.03,11.49,1.7,1.9,"Met_Goal","Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Minimize re-entries into the shelter services system.","Adult families who exited to permanent housing and returned to the DHS shelter services system within one year (%)",12.5,1.5,1.63333333333333,3.706,"Improving","Improving","Improving"
"548",4403,"Down","Yes","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",7,4.5,10.03,4.1,8.3,8.09,5.6,3.7,"Met_Goal","Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Minimize re-entries into the shelter services system.","Families with children who exited to permanent housing and returned to the DHS shelter services system within one year (%)",12.5,4.5,4.46666666666667,5.74,"Not_Improving","Not_Improving","Improving"
"549",4404,"Up","Yes","69","69201","Human Resources Administration","201","ADMINISTRATION",95.2,97.6,93.6,96.2,96.14,95.3,94.5,98,"Met_Goal","Reduce homelessness among children and adults.","Provide homelessness prevention benefits and services to eligible children and adults.","Adult families receiving preventive services who did not enter the shelter system (%)",85,97.6,96.2333333333333,96.008,"Not_Improving","Improving","Improving"
"550",4405,"Up","Yes","69","69201","Human Resources Administration","201","ADMINISTRATION",92.98,98.4,93.9,96.7,93.4,94.14,93.4,97,"Met_Goal","Reduce homelessness among children and adults.","Provide homelessness prevention benefits and services to eligible children and adults.","Families with children receiving preventive services who did not enter the shelter system (%)",85,98.4,95.7,94.696,"Improving","Improving","Improving"
"551",4408,"Up","Yes","801","8011","Small Business Services","1","DEPT. OF BUSINESS P.S.",1186,488.06514990063,567,1624,1074,658,4881,10942,"Did_Not_Meet","Help businesses start, operate and expand in New York City.","Ensure that businesses and entrepreneurs have easy access to a variety of high quality support services.","Number of financial awards to businesses (facilitated or disbursed)",740,488.06514990063,5815.66666666667,3941.4,"Not_Improving","Not_Improving","Not_Improving"
"552",4409,"Up","Yes","801","8011","Small Business Services","1","DEPT. OF BUSINESS P.S.",977,294.294294294294,432,1424,825,593,4572,10627,"Did_Not_Meet","Help businesses start, operate and expand in New York City.","Ensure that businesses and entrepreneurs have easy access to a variety of high quality support services.","Unique businesses receiving financial awards (facilitated or disbursed)",570,294.294294294294,5541,3685,"Not_Improving","Not_Improving","Not_Improving"
"553",4411,"Up","Yes","850","8501","Department of Design and Construction","1","PERSONAL SERVICES",83,80,90.1,72,87,88,67,79,"Did_Not_Meet","Design and build quality public buildings and infrastructure.","Complete projects on time and within budget.","Active construction projects - Early/on time (%)",82,80,72.6666666666667,77.6,"Improving","Improving","Improving"
"554",4412,"Up","Yes","850","8501","Department of Design and Construction","1","PERSONAL SERVICES",82,69,84.11,63,85,83,70,75,"Did_Not_Meet","Design and build quality public buildings and infrastructure.","Complete projects on time and within budget.","Active design projects - Early/on time (%)",88,69,69.3333333333333,75,"Not_Improving","Not_Improving","Not_Improving"
"555",5036,"Up","Yes",NA,NA,NA,NA,NA,77.3,72.8,94.23,89,89.8,86.87,94.2,61.8,"Did_Not_Meet","2 (Re)build, expand and preserve public housing and affordable housing stock","2a Preserve the public and affordable housing asset.","Active capital projects in construction phase on schedule (%)",85,72.8,81.6666666666667,82.42,"Improving","Not_Improving","Not_Improving"
"556",5510,"Down","Yes","810","8101","Department of Buildings","1","PERSONAL SERVICES",0.33,0.19,0.76,0.27,0.39,0.6,0.38,0.2,"Met_Goal","Ensure the safe and lawful use of buildings and properties by enforcing the Building Code and the Zoning Resolution.","Promptly address complaints.","Average time to respond to Priority A (emergency) complaints (days)",1,0.19,0.283333333333333,0.314,"Improving","Improving","Improving"
"557",5511,"Down","Yes","810","8101","Department of Buildings","1","PERSONAL SERVICES",11.4,10.47,42.82,12.09,13.24,38.24,11.81,10.35,"Met_Goal","Ensure the safe and lawful use of buildings and properties by enforcing the Building Code and the Zoning Resolution.","Promptly address complaints.","Average time to respond to Priority B (nonemergency) complaints (days)",40,10.47,11.4166666666667,11.778,"Not_Improving","Improving","Improving"
"558",5517,"Down","Yes","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",0.29,0.29,0.39,0.34,0.32,0.38,0.35,0.29,"Met_Goal","Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Youth on Youth Assaults and Altercations with Injury Rate (per 100 total ADP), detention",0.35,0.29,0.326666666666667,0.318,"Improving","Improving","Improving"
"559",5518,"Down","Yes","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",0.3,0.17,0.08,0.27,0.07,0.11,0.3,0.21,"Did_Not_Meet","Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Youth on Staff Assaults and Altercations with Injury Rate (per 100 Total ADP), detention",0.15,0.17,0.26,0.23,"Improving","Improving","Improving"
"560",5519,"Down","Yes","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",0.09,0.37,0.07,0.25,0.07,0.06,0.22,0.33,NA,"Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Weapon recovery rate (average per 100 total ADP), detention",NA,0.37,0.266666666666667,0.192,"Not_Improving","Not_Improving","Not_Improving"
"561",5520,"Down","Yes","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",0.09,0.31,0.07,0.14,0.06,0.06,0.07,0.25,NA,"Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Illegal substance/prescription or OTC medication recovery rate (average per 100 total ADP), detention",NA,0.31,0.153333333333333,0.122,"Not_Improving","Not_Improving","Not_Improving"
"562",5521,"Down","Yes","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",0.02,0.17,0.03,0.1,0.04,0.08,0.1,0.09,"Did_Not_Meet","Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Abscond rate in non-secure detention (average per 100 total ADP in non-secure)",0.05,0.17,0.0966666666666667,0.07,"Not_Improving","Not_Improving","Not_Improving"
"563",5528,"Up","No","69","69201","Human Resources Administration","201","ADMINISTRATION",96.5,98.4,94.3,98.1,96.1,95.3,98,98.6,NA,"Provide support services for eligible vulnerable and/or frail children and adults and for children and adults with disabilities.","Ensure that all eligible vulnerable and/or frail children and adults and children and adults with disabilities receive services to resolve immediate risk and provide ongoing assistance to enhance their safety and independence.","APS assessment cases accepted or denied for undercare within State-mandated 60 days (%)",NA,98.4,98.2333333333333,97.46,"Not_Improving","Improving","Improving"
"564",5544,"Up","Yes","69","69201","Human Resources Administration","201","ADMINISTRATION",267.6,346.625600879619,162.38,232.14,395.67,187.39,257.89,289.48,NA,"Agency-wide Management","agency-wide indicators","Medicaid recoveries and cost avoidance for fraud waste & abuse ($000,000)",NA,346.625600879619,259.836666666667,288.556,"Improving","Improving","Improving"
"565",5559,"Down","Yes",NA,NA,NA,NA,NA,1.16,1.03,1.13,1.09,1.07,1.06,0.97,1.07,"Did_Not_Meet","1 Operate as an effective and efficient landlord.","1b Expedite maintenance and repairs.","Average outage per elevator per month",1.01,1.03,1.04333333333333,1.072,"Improving","Improving","Improving"
"566",5561,"Down","Yes",NA,NA,NA,NA,NA,4,1.79879857609018,20,7,7,11,9,6,NA,"1 Operate as an effective and efficient landlord.","1b Expedite maintenance and repairs.","Alleged elevator injuries reported to the Department of Buildings",NA,1.79879857609018,7.33333333333333,6.6,"Improving","Improving","Improving"
"567",5562,"Down","Yes",NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,NA,"1 Operate as an effective and efficient landlord.","1b Expedite maintenance and repairs.","Elevator-related fatalities",NA,0,0,0,"Improving","Improving","Improving"
"568",5709,"Down","No","810","8101","Department of Buildings","1","PERSONAL SERVICES",625,493.229899631198,500,533,729,611,509,477,NA,"Ensure the safe and lawful use of buildings and properties by enforcing the Building Code and the Zoning Resolution.","Prevent construction-related fatalities and injuries.","Construction-related accidents - Total",NA,493.229899631198,506.333333333333,574.6,"Not_Improving","Improving","Improving"
"569",5711,"Up","Yes","858","8583","Office of Technology and Innovation","3","ADMIN/OPERATIONS PS",4373.33,5897.5,4000.95,6396.67,4358.33,4598.6,5437.5,6667.5,NA,"Support sharing and management of citywide data and information.","Increase the public’s use of City government information through NYC.gov.","NYC.gov unique visitors (average monthly) (000)",NA,5897.5,6167.22333333333,5446.666,"Not_Improving","Not_Improving","Improving"
"570",5735,"Up","No","68","685","Administration for Children's Services","5","ADMINISTRATIVE-PS",75,94.42,97.1,94.4,80.92,88.42,NA,43.8,NA,"Customer Service","Customer Service Indicators","Letters responded to in 14 days (%)",NA,94.42,69.1,73.53,"Improving","Improving","Improving"
"571",5737,"Up","No","68","685","Administration for Children's Services","5","ADMINISTRATIVE-PS",80.39,80.45,97.83,86.5,82.75,97.33,84.4,79.1,NA,"Customer Service","Customer Service Indicators","E-mails responded to in 14 days (%)",NA,80.45,83.3333333333333,82.628,"Improving","Not_Improving","Not_Improving"
"572",5751,"Down","No","226","22613","City Commission on Human Rights","13","AGENCY-WIDE",6,2,11,0,6,9,3,0,NA,"Customer Service","Customer Service Indicators","Average wait time to speak with a customer service agent (minutes)",NA,2,1,3,"Not_Improving","Not_Improving","Improving"
"573",5757,"Up","No","226","22613","City Commission on Human Rights","13","AGENCY-WIDE",96,100,98,98,83,86.72,99,100,NA,"Customer Service","Customer Service Indicators","Letters responded to in 14 days (%)",NA,100,99,95.2,"Improving","Improving","Improving"
"574",5759,"Up","No","226","22613","City Commission on Human Rights","13","AGENCY-WIDE",99,100,100,99,98,97.26,100,99,NA,"Customer Service","Customer Service Indicators","E-mails responded to in 14 days (%)",NA,100,99.3333333333333,99,"Improving","Improving","Improving"
"575",5779,"Up","No","54","541","Civilian Complaint Review Board","1","CCRB-PS",57.1,100,88.2,70,79.2,80.4,53.3,73.3,NA,"Customer Service","Customer Service Indicators","Letters responded to in 14 days (%)",NA,100,65.5333333333333,66.58,"Improving","Improving","Improving"
"576",5781,"Up","No","54","541","Civilian Complaint Review Board","1","CCRB-PS",100,100,100,68.8,85.7,100,100,69.2,NA,"Customer Service","Customer Service Indicators","E-mails responded to in 14 days (%)",NA,100,79.3333333333333,84.74,"Improving","Improving","Improving"
"577",5817,"Down","No","856","856100","Department of Citywide Administrative Services","100","EXECUTIVE AND OPERATIONS SUPPORT",1.29,7,1.39,NA,0.58,1.28,NA,NA,NA,"Customer Service","Customer Service Indicators","Average wait time to speak with a customer service agent (minutes)",NA,7,NA,0.935,NA,NA,"Not_Improving"
"578",5823,"Up","No","856","856100","Department of Citywide Administrative Services","100","EXECUTIVE AND OPERATIONS SUPPORT",44.4,100,66,53.8,52.4,39.7,31.2,85,NA,"Customer Service","Customer Service Indicators","Letters responded to in 14 days (%)",NA,100,56.6666666666667,53.36,"Improving","Improving","Improving"
"579",5825,"Up","No","856","856100","Department of Citywide Administrative Services","100","EXECUTIVE AND OPERATIONS SUPPORT",82,98.3,81.16,66.9,80.4,82.2,77.3,90.1,NA,"Customer Service","Customer Service Indicators","E-mails responded to in 14 days (%)",NA,98.3,78.1,79.34,"Improving","Improving","Improving"
"580",5847,"Up","No","126","1261","Department of Cultural Affairs","1","OFFICE OF COMMISSIONER-PS",91,18,95.28,94,84.3,88.9,90,37.5,"Did_Not_Meet","Customer Service","Customer service indicators","E-mails responded to in 14 days (%)",88,18,73.8333333333333,79.36,"Not_Improving","Not_Improving","Not_Improving"
"581",5867,"Up","No","30","301","Department of City Planning","1","PERSONAL SERVICES",66,100,72,100,51,71,42,58,"Met_Goal","Customer Service","Customer service indicators","Letters responded to in 14 days (%)",50,100,66.6666666666667,63.4,"Improving","Improving","Improving"
"582",5869,"Up","No","30","301","Department of City Planning","1","PERSONAL SERVICES",63,97,85,66,45,83,49,76,"Met_Goal","Customer Service","Customer service indicators","E-mails responded to in 14 days (%)",85,97,63.6666666666667,59.8,"Improving","Improving","Improving"
"583",5889,"Up","No","850","8501","Department of Design and Construction","1","PERSONAL SERVICES",99,99,88,100,98,86,100,100,"Met_Goal","Customer Service","Customer service indicators","Letters responded to in 14 days (%)",90,99,100,99.4,"Not_Improving","Not_Improving","Not_Improving"
"584",5891,"Up","No","850","8501","Department of Design and Construction","1","PERSONAL SERVICES",100,100,86,100,99,90,100,100,"Met_Goal","Customer Service","Customer service indicators","E-mails responded to in 14 days (%)",90,100,100,99.8,"Improving","Improving","Improving"
"585",5903,"Up","No","826","8261","Department of Environmental Protection","1","EXECUTIVE AND SUPPORT",68.1,5.77338991912935,73,65.1,71.9,79.2,84.4,15.6,"Did_Not_Meet","Customer Service","Customer service indicators","Calls answered in 30 seconds (%)",76,5.77338991912935,55.0333333333333,61.02,"Not_Improving","Not_Improving","Not_Improving"
"586",5911,"Up","No","826","8261","Department of Environmental Protection","1","EXECUTIVE AND SUPPORT",99,78,99,100,99,99,99,66,"Did_Not_Meet","Customer Service","Customer service indicators","Letters responded to in 14 days (%)",95,78,88.3333333333333,92.6,"Improving","Not_Improving","Not_Improving"
"587",5913,"Up","No","826","8261","Department of Environmental Protection","1","EXECUTIVE AND SUPPORT",100,100,93,100,100,100,100,98,"Met_Goal","Customer Service","Customer service indicators","E-mails responded to in 14 days (%)",95,100,99.3333333333333,99.6,"Improving","Improving","Improving"
"588",5933,"Up","No","125","1251","Department for the Aging","1","EXECUTIVE & ADMIN MGMT - PS",71,100,86.49,99,79,80.19,95,100,NA,"Customer Service","Customer Service Indicators","Letters responded to in 14 days (%)",NA,100,98,88.8,"Improving","Improving","Improving"
"589",5935,"Up","No","125","1251","Department for the Aging","1","EXECUTIVE & ADMIN MGMT - PS",96,91.72,81.37,99,99,86.03,97,77.62,NA,"Customer Service","Customer Service Indicators","E-mails responded to in 14 days (%)",NA,91.72,91.2066666666667,93.724,"Improving","Improving","Not_Improving"
"590",5949,"Down","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",3.57,76.71,10.41,54.95,4.6,6.2,50.09,70.32,NA,"Customer Service","Customer Service Indicators","Average wait time to speak with a customer service agent (minutes)",NA,76.71,58.4533333333333,36.706,"Not_Improving","Not_Improving","Not_Improving"
"591",5955,"Up","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",88.3,96.4,64.77,99.7,81.7,NA,98.2,96.8,NA,"Customer Service","Customer Service Indicators","Letters responded to in 14 days (%)",NA,96.4,98.2333333333333,92.94,"Not_Improving","Not_Improving","Improving"
"592",5957,"Up","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",99.3,99.8,61.37,98.6,65.24,NA,99.3,99.7,NA,"Customer Service","Customer Service Indicators","E-mails responded to in 14 days (%)",NA,99.8,99.2,92.428,"Improving","Improving","Improving"
"593",5991,"Up","No","810","8101","Department of Buildings","1","PERSONAL SERVICES",67.53,71.3,NA,63.92,70.3,NA,62.08,70.2,NA,"Customer Service","Customer service indicators","Calls answered in 30 seconds (%)",NA,71.3,65.4,66.806,"Improving","Improving","Improving"
"594",5993,"Down","No","810","8101","Department of Buildings","1","PERSONAL SERVICES",23.01,6.23,NA,10,21.08,27.17,16.35,8.53,NA,"Facilitate safe and compliant development.","Improve processing efficiency.","Average wait time to speak with a customer service agent (minutes)",NA,6.23,11.6266666666667,15.794,"Improving","Improving","Improving"
"595",5999,"Up","No","810","8101","Department of Buildings","1","PERSONAL SERVICES",57.8,41.4,30.25,46.53,46.69,60.39,86.05,57.17,"Did_Not_Meet","Customer Service","Customer service indicators","Letters responded to in 14 days (%)",57,41.4,63.25,58.848,"Not_Improving","Not_Improving","Not_Improving"
"596",6001,"Up","No","810","8101","Department of Buildings","1","PERSONAL SERVICES",52.8,85.32,60.39,82.31,50.38,62.82,50.63,80.52,"Met_Goal","Customer Service","Customer service indicators","E-mails responded to in 14 days (%)",57,85.32,71.1533333333333,63.328,"Improving","Improving","Improving"
"597",6021,"Up","No","72","721","Department of Correction","1","ADMINISTRATION",100,100,99.33,0,100,100,100,91.67,NA,"Customer Service","Customer Service Indicators","Letters responded to in 14 days (%)",NA,100,63.89,78.334,"Improving","Improving","Improving"
"598",6023,"Up","No","72","721","Department of Correction","1","ADMINISTRATION",100,79.8,100,0,100,100,100,72.8,NA,"Customer Service","Customer Service Indicators","E-mails responded to in 14 days (%)",NA,79.8,57.6,74.56,"Improving","Improving","Improving"
"599",6059,"Down","No","836","8361","Department of Finance","1","ADMINISTRATION & PLANNING",6.56,17.36,4.24,1.4,5.36,5.21,6.4,3.49,"Did_Not_Meet","Customer Service","Customer service indicators","Average wait time to speak with a customer service agent (minutes)",12,17.36,3.76333333333333,4.642,"Not_Improving","Not_Improving","Not_Improving"
"600",6065,"Up","No","836","8361","Department of Finance","1","ADMINISTRATION & PLANNING",84.46,56.25,86.59,63.54,89.26,91.22,83.83,74.78,"Did_Not_Meet","Customer Service","Customer service indicators","Letters responded to in 14 days (%)",85,56.25,74.05,79.174,"Not_Improving","Not_Improving","Not_Improving"
